TYPE,SUBJECT,START_DT,END_DT,OWNER_ID,REG_DT,COMP_DT,STATUS,PLANT,CAR_MAKER,PROJECT,M_CODE,Process,POINT_OUT,ROOT_CAUSE_ANALYSIS,COUNTER_MEASURE,URL
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Calendaring,"19寸胎面压出工位,传送带称重校正指导书要求使用使用标准砝码2000+2g，5000+5g桥正传送带称重，但校正记录中要求按照5000+4g的标准来控制，不一致。",现场校正记录对称重仪精度允许值要求不严格。,作业点检表进行变更(指导书一致)已完成,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Inspection,轮胎均匀性检査，检査结果OK设备打红色实心或空心标识，动平衘检査 结果OK设备打黄色标识，但检查作业指导书缺失均与性和动平衡NG打色标的要求。,现场未展示张贴,临时措施 打印后 设备张贴 长期措施 亚克力看板制作 展示,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Inspection,查海绵粘贴的控制计划，要求海绵附着边距≤7mm，GP12检查指导书要求整体偏移≤3mm，要求不一致。,GP12 检查指导书与控制计划不一致预防。,1.参照FOAM作业指导书更新 2.GP12追加FOAM作业指导书（不一致预防）,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Test,查20寸轮胎产品图纸关键特性:低速均匀性CON-20±40，特殊特性0±40，不一致，实际DVP实验按照CON -20±40来检验。,未更新,特殊特性 和 图纸一致 CON -20±40N 适正,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Logistics,动平衡和均匀性检査完后，检查结果OK轮胎走输送链上层，NG轮胎走输送链下层，实际输送链下层存有几十条OK或状态不明的轮胎，没有区分。,托盘数量小于生产规格数量，员工临时投入B品线暂存,11.人员教育，按照标准执行 2.预防措施：标识牌悬挂，提示作业者A品禁止投入B品线临时存放,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Logistics,动平衡检查不合格轮胎放置在黄色托盘上，与不合格管理要求的使用红色托盘要求不符,现场存放区域面积不足，A品和B品距离太近，有混入的可能,1.B品存放区域设立，与A品区分保管 2. B品专托盘 区分标志设立,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Building,成型下线检验工作台，下层存放I/L   recoup R31橡胶，返回作业指导书要求标识橡胶种类，日期，实际未标识橡胶种类，标记的日期未体现月份,返回胶作业指导书描述不够清楚、完整,"1.返回胶作业指导书更新,追加R31橡胶 2.人员教育按照标准进行标识并点检（1次/班）L长点检",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Foam,查轮胎控制计划，要求海绵粘贴后海绵接头距离0-25mm，控制方法:自动检测+首末人工检测，实际自动检测准确性不高，现场采用100%人工检查，人员职责未定义清楚。,检查设定差异,检查设备精度提升，设定调整,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Design,查19寸轮胎特殊特性清单关键特性:成型工程重量max13.2+3%kg，实际程序要求控制13.244+3%，要求不一致。,小数点体现不一,1.根据惯例图纸重量精确到小数点后1位 2.现场为了精细化管理精确到克,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Building,成型控制计划BELT割刀基准温度要求 50-150℃，现场标识的范围为≤150℃， 要求不一致。,现场标识与控制计划要求不一致,现场标识更新&amp;人员教育,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Bead,"查胎圈张力控制计划要求四角钢丝张力:5-10daN,控制方式为自动显示实际显示屏5月7号起不工作，现场使用测力计手动测试四角钢丝张力测力计没有计量。",钢丝张力仪器突然坏掉，使用手持式张力测量仪为非定期检验设备,"1.公司有计量管理规定，定义定期与非定期对象 2.定期校准管理仪器对象在系统有清单，未列入的为非定期对象,该设备不在定期检定对象中，为非定期检定设备 3.公司有证书的张力标准仪对非定期张力仪进行校验",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Building,25	成型控制计划要求割刀基准温度要求 50-150℃，现场温度表没有计量标识。,温度表计量标识不足,现场28台成型机标签追加,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Building,"成型生胎重量测试工位，测试台架上有较大的导物(0,002kg)，影响生胎的测量结果。",测试台清扫不足,"1.全部机台（28）进行集中清理 2.1次/班进行清理, L长 1次/班监督 3.作业标准内增加异物确认要求 4.日常点检标准增加异物确认项目",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Mixing,Q约品复称站，使用5Kg标准砝码来校准秤，公差士2g，实际复称站屏幕显示3位小数，但开班首次校正记录整敌，无法确认是否在公差范围内,管理不足,1.按照计量数据标准进行填写（精确到克） 2.人员教育点检L长每班确认,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Curing,查4月8号内部过程问题:04K117BLBCG模具下模外观缺陷，原因:Unloader抓片轴承螺丝脱落在模具上引起，反馈的措施没有完成时间和具体责任人，改善效果等信息,原由所属L长进行负责点检，并对异常机台处置。,我司的纠正和预防措施流程中已经规定，问题的改善要包含“防止再发生对策”，但是描述不够详细，比较不容易被实施,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Curing,04K117BLBCG模具下模外观缺陷，原因unloader抓片承轴螺丝脱落在模具上引起，该失效模式没有识别到PFMEA中分析。,分析部够具体化，比较笼统，没有细分话,"1.PFMEA硫化工程关联项再细部分析及内容 增加了分析时,先识别使用8D或 一般样式",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,System,查25年4月份分层审核问题清单，问题回复的措施均为临时措施，没有长久措施，问题整改情况也没有确认。,没有制定长期措施,1.分析审核报告中采用8D报告形式 2公司纠正预防措施规定更新，增加对纠正预防措施报告要求： 包含“立即改善措施、分析到根本原因 以及永久性改善措施”,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,System,查25年分层审核计划，科长和部长级审核范围均为自己负责的工段，未策划交叉审核,原分层审核均检查各自所属科室。,1.分层审核计划科长交叉审核计划制作,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Inspection,查GP12MX11检查指导书，按照轮胎存储时间小于180天月大于2天(海绵涂胶固化)要求发货，检验指导书缺失大于2天的检查和控制要求。,正常轮胎海绵涂胶固化放置2天以上出库，故指导书上无标识；,正常轮胎海绵涂胶固化放置2天以上出库，故指导书上无标识；,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Bead,查测量胎圈锞圈重量站，控制计划要求使用500+2g法码校准天平，校准NG时需要重新计量，但质量校正指导书缺失针对产品追溯的要求。,发现重量不适合，对校正期NG材料进行保留复称；,1.胎圈工程重量秤校正流程中，如果NG时追加 产品追溯要求;2.流程完善后关联人员教育并监督执行(1次/周),https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,System,24年客诉抱怨:轮胎表面异物，流出原因中缺少硫化下线检检.分析根本原因: 刀具交替温度未升到50℃，措施:增加人工首件检查，PFMEA针对该失效模式的控制方式为数显温度控制，缺失人工首件控制方式。,1.入库检查流出分析未分析 2.Fmea人工首件控制不完善,1.对硫化线下检查流出进行根本原因分析 2.FMEA 管理关联文件完善 3.向后按OEM要求充分分析进行,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,System,查24年应急演练内容:原材料短缺紧急采购，参与演练人员均为采购，未包括质量检验人员参与。,没有按要求通知品管人员进行演习；品管人员未到场故未签字,1.向后演习先对象人员签到，点检确认应到人员全部参加再开始。 2.7月份按要求重新演习,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Incoming,"查24年供应商江苏兴达审核报告，审核问题""盘条的特殊特性项目未能向供应商传递“长期措施:指定工程师对原材料特殊特性进行梳理:指定工程师拟定盘条特殊特性要求的沟通函;向供应商发出的通知函明确转达告知我司盘条的特殊特性要求，缺失长期措施。",江苏兴达已经提供了 修改后的 技术协议，增加了 特殊特性的要求，向后每次更新时同步传递；新的分供方开发时也需要签署技术协议，确保不再遗漏。,1.在供应商审核问题点整改报告书中增加 使用5WHY分析的要求； 2.已通知各审核员每次收到改善报告后详细确认。,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Incoming,查原辅材料供应商选定及管理要求，要求每季度完成一次供应商绩效评价，实际5月7号才完成一李度的供应商绩效评价，不及时，建议在程序文件中明确绩效评价的时间要求。,供应商评价数据需要几个部门的整理汇总，正常是需要30日,程序文件中追加季度别评价报告制作时间（季度别的次月30日前完成）,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Incoming,查库房钢丝来科标签要求湿度小于50%检查产品，湿度要求小于40%更换干燥剂，湿度小于30%注意产品，实际现场没有干燥剂可更换，现场回答湿度超标按照退货流程处理，但钢丝来料检验指导书缺少干剂颜色的检查要求。,钢丝出入库作业标准指导书中有相应规定,提供“胎圈钢丝安全作业标准指导书” 含：检查异常处理规定,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Incoming,査库房炭黑来料记录，批次记录的生产日期缺失年份信息。,LOT管理票书写遗漏,向后年份信息记录人员教育&amp;巡检 1日/次,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
System,2025-Xiaomi- 25年12-13,2025-05-12,2025-05-13,80021227,2025-05-19,2025-06-16,Complete,JP,Xiaomi,-,-,Incoming,査库房E463天然胶标签，品质检验后盖合格章。现场一桶料便签脱落。,未张贴牢固（张贴时没有用力按一下）,张贴方法全员教育,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=35748569AAC7B375E0633C071FCA7B8E
